Institution_ID,Institution_Name,Institution_City
134936,Baldwin-Wallace College,Berea
134945,Beatrice Academy of Beauty,Cleveland
134954,Belmont Technical College,St. Clairsville
134963,Bluffton University,Bluffton
134990,Bowling Green State University,Bowling Green
135018,Buckeye Hills Career Center,Rio Grande
135036,Butler Technology and Career Development Schools,Hamilton
135054,Capital University,Columbus
135063,Valley Beauty School,Zanesville
135072,Carousel Beauty College,Middletown
135081,Carousel Beauty College,Dayton
135090,Carousel of Miami Valley Beauty College,Huber Heights
135106,Case Western Reserve University,Cleveland
135115,Cedarville University,Cedarville
135124,Central Ohio Technical College,Newark
135133,Central School of Practical Nursing,Independence
135142,Central State University,Wilberforce
135151,Chatfield College,St. Martin
135160,Akron Children's Hospital,Akron
135179,Choffin Career  and Technical Center,Youngstown
135197,Cincinnati Christian University,Cincinnati
135203,Cincinnati College of Mortuary Science,Cincinnati
135212,University of Cincinnati,Cincinnati
135221,Cincinnati State Technical and Community College,Cincinnati
135230,University of Cincinnati Clermont College,Batavia
135249,University of Cincinnati Blue Ash College,Blue Ash
135258,Ohio Christian University,Circleville
135267,Clark State Community College,Springfield
135276,Scott College of Cosmetology,Wheeling
135285,Ohio Academy - A Paul Mitchell Partner School,Steubenville
135294,Siegal College of Judaic Studies,Beachwood
135300,Cleveland Institute of Art,Cleveland
135319,Cleveland Institute of Dental-Medical Assistants,Cleveland
135328,Cleveland Institute of Electronics,CLEVELAND
135337,Cleveland Institute of Music,Cleveland
135346,Cleveland State University,Cleveland
135355,Columbiana County Career and Technical Center,Lisbon
135364,Bradford School,Columbus
135373,Columbus College of Art and Design,Columbus
135382,Kaplan College - Columbus,Columbus
135407,Columbus State Community College,Columbus
135416,Community Hospital,Springfield
135425,Cuyahoga Community College,Cleveland
135443,Davis College,Toledo
135452,Dayton Barber College,Miamisburg
135461,University of Dayton,Dayton
135470,Defiance College,Defiance
135489,Denison University,Granville
135504,Chancellor University,Seven Hills
135513,Eastern Hills Academy of Hair Design,Cincinnati
135522,Edison State Community College,Piqua
135531,EHOVE Adult Career Center,Milan
135559,Regency Beauty Institute - Willoughby,Willoughby
135568,The University of Findlay,Findlay
135577,Franklin University,Columbus
135586,Gerber Akron Beauty School,Akron
135595,God's Bible School and College,Cincinnati
135601,Good Samaritan College of Nursing and Health Science,Cincinnati
135629,Salem City Schools,Salem
135638,Adult Community Education Center,Columbus
135656,Hebrew Union College - Jewish Institute of Religion - New York,New York
135674,Heidelberg University,Tiffin
135683,Hiram College,Hiram
135692,Hobart Institute of Welding Technology,Troy
135708,Hocking College,Nelsonville
135726,American School of Technology,Columbus
135735,Ross Medical Education Center,Cincinnati
135744,International College of Broadcasting,Dayton
135762,Eastern Gateway Community College,Steubenville
135771,John Carroll University,University Heights
135799,Casal Aveda Institute,Austintown
135869,Kent State University,Kent
135887,Kenyon College,Gambier
135896,Kettering College,Kettering
135902,Lake Erie College,Painesville
135911,Lakeland Community College,Kirtland
135920,Collins Career Center,Chesapeake
135939,James A Rhodes State College,Lima
135957,Live Oaks Career Development Campus,Milford
135966,Ohio Business College,Sheffield Village
135984,Lorain County Community College,Elyria
135993,Lourdes University,Sylvania
136002,Malone University,Canton
136011,MedCentral College of Nursing,Mansfield
136020,Marietta College,Marietta
136039,Marietta Memorial Hospital,Marietta
136048,Marion Technical College,Marion
136057,Medina County Career Center,Medina
136075,Mercy College of Ohio,Toledo
136084,Methodist Theological School in Ohio,Delaware
136118,Miami University,Oxford
136136,Moler Hollywood Beauty Academy,Cincinnati
136145,Miami Valley Career Technology Center,Clayton
136154,Moore Universite' of Hair Design,Cincinnati
136163,Mount Carmel College of Nursing,Columbus
136172,University of Mount Union,Alliance
136181,Mount Vernon Nazarene University,Mount Vernon
136190,Mount St. Joseph University,Cincinnati
136215,Zane State College,Zanesville
136224,Muskingum University,New Concord
136233,National Institute of Technology,Cuyahoga Falls
136251,National Beauty College,Canton
136260,North Central State College,Mansfield
136279,Northern Institute of Cosmetology,Lorain
136288,Northwest State Community College,Archbold
136297,Toledo Public Schools Adult and Continuing Education,Toledo
136303,Notre Dame College,Cleveland
136312,Northeast Ohio Medical University,Rootstown
136321,University of Northwestern Ohio,Lima
136330,Oberlin College,Oberlin
136358,Ohio College of Massotherapy Inc,Akron
136367,Ohio Technical College,Cleveland
136376,Ohio Dominican University,Columbus
136385,Brightwood College,Dayton
136394,Ohio Northern University,Ada
136400,Ohio State University Agricultural Technical Institute,Wooster
136455,Ohio State Beauty Academy,Lima
136464,Ohio State College of Barber Styling,Columbus
136473,Ohio State School of Cosmetology & Experts Barber School,Columbus
136482,The Spa School,Columbus
136491,Ohio State School of Cosmetology,Canal Winchester
136507,Ohio State University,Columbus
136552,Ohio University - Main Campus,Athens
136570,Ohio Valley College of Technology,East Liverpool
136589,Trinity Health System School of Nursing,Steubenville
136598,Ohio Wesleyan University,Delaware
136604,Otterbein University,Westerville
136613,Owens Community College,Perrysburg
136631,Paramount Beauty Academy,Portsmouth
136640,Cuyahoga Valley Career Center,Brecksville
136659,Payne Theological Seminary,Wilberforce
136668,Pontifical College Josephinum,Columbus
136677,Professional Skills Institute,Maumee
136695,Firelands Regional Medical Center School of Nursing,Sandusky
136701,Rabbinical College of Telshe,Wickliffe
136710,Raphael's School of Beauty Culture,Niles
136729,Fortis College - Centerville,Centerville
136738,Riggs Lemar Beauty College,Cuyahoga Falls
136747,University of Rio Grande/Rio Grande Community College,Rio Grande
136756,St. Elizabeth Health Center,Youngstown
136765,Saint Mary Seminary and Graduate School of Theology,Wickliffe
136774,School of Advertising Art Inc,Kettering
136783,Shawnee State University,Portsmouth
136792,Sinclair Community College,Dayton
136808,Gallipolis Career College,Gallipolis
136905,Lincoln College of Technology - Dayton,Dayton
136914,Stark State College,North Canton
136923,Stautzenberger College,Maumee
136932,Franciscan University of Steubenville,Steubenville
136941,Southern State Community College,Hillsboro
136950,Ohio Mid-Western College,Cincinnati
136969,Terra State Community College,Fremont
136978,Tiffin Academy of Hair Design,Tiffin
136987,Tiffin University,Tiffin
136996,Mercy Medical Center School of Radiology,Canton
137005,University of Toledo,Toledo
137014,Kaplan Career Institute - Brooklyn,Brooklyn
137023,Tri-State Bible College,South Point
137032,Tri-County Adult Career Center,Nelsonville
137041,Tri-Rivers Career Center,Marion
137050,Trinity Lutheran Seminary,Columbus
137069,Trumbull Business College,Warren
137078,Union Institute & University,Cincinnati
137087,United Theological Seminary,Dayton
137096,Upper Valley Career Center,Piqua
137102,Urbana University,Urbana
137111,Ursuline College,Pepper Pike
137120,Valley Beauty School,Cambridge
137139,Virginia Marti College of Art and Design,Lakewood
137157,Walsh University,North Canton
137166,Washington State Community College,Marietta
137175,Western Hills School of Beauty and Hair Design,Cincinnati
137184,Wilberforce University,Wilberforce
137193,Wilmington College,Wilmington
137209,Winebrenner Theological Seminary,Findlay
137218,Wittenberg University,Springfield
137227,The College of Wooster,Wooster
137236,Wright State University,Dayton
137254,Xavier University,Cincinnati
137272,Youngstown State University,Youngstown
137281,Aladdin Beauty College #20,Clinton
137306,American Broadcasting School,Oklahoma City
137315,Bacone College,Muskogee
137324,Oklahoma Wesleyan University,Bartlesville
137333,Southern Nazarene University,Bethany
137342,"Broken Arrow Beauty College, Inc",Broken Arrow
137351,Pontotoc Technology Center,Ada
137360,Cameron University,Lawton
137379,Carl Albert State College,Poteau
137388,Central State Beauty and Wellness College,Oklahoma City
137397,University of Central Oklahoma,Edmond
137403,Claremore Beauty College,Claremore
137412,Connors State College,Warner
137421,East Central University,Ada
137430,Eastern Oklahoma State College,Wilburton
137449,Redlands Community College,El Reno
137458,Enid Beauty College,Enid
137467,Eve's College of Hairstyling,Lawton
137476,Hillsdale Free Will Baptist College,Moore
137485,Hollywood Cosmetology Center,Norman
137494,Langston University,Langston
137500,Murray State College,Tishomingo
137519,Spartan College of Aeronautics and Technology,Tulsa
137528,Northeastern State University,Tahlequah
137537,Beauty Technical College Inc,Tahlequah
137546,Northern Oklahoma College,Tonkawa
137555,Northeastern Oklahoma A&M College,Miami
137564,Northwestern Oklahoma State University,Alva
137582,Oklahoma Christian University,Oklahoma City
137607,Oklahoma Panhandle State University,Goodwell
137616,Oklahoma State University,Stillwater
137625,Oklahoma State University - Oklahoma City,Oklahoma City
137634,Oklahoma Baptist University,Shawnee
137643,Oklahoma City Community College,Oklahoma City
137652,Oklahoma City University,Oklahoma City
137661,University of Oklahoma,Norman
137670,Oklahoma School of Photography,Moore
137689,Oklahoma State University Institute of Technology - Okmulgee,Okmulgee
137698,Oral Roberts University,Tulsa
137704,Tulsa Technology Center - Peoria,Tulsa
137713,Platt College,Oklahoma City
137722,Poteau Beauty College,Poteau
137731,Rogers State University,Claremore
137740,Rose State College,Midwest City
137759,Saint Gregory's University,Shawnee
137768,Sand Springs Beauty College,Sand Springs
137777,University of Science and Arts of Oklahoma,Chickasha
137786,Seminole State College,Seminole
137795,Southern School of Beauty Inc,Durant
137801,State Barber and Hair Design College,Oklahoma City
137810,Southeastern Oklahoma State University,Durant
137829,Southwestern Christian University,Bethany
137838,Southwestern Oklahoma State University,Weatherford
137847,Tulsa Community College,Tulsa
137856,Tulsa Welding School,Tulsa
137865,University of Tulsa,Tulsa
137874,Virgil's Beauty College,Muskogee
137883,Indian Capital Technology Center - Tahlequah,Tahlequah
137892,Western Oklahoma State College,Altus
137908,Woodward Beauty College,Woodward
137917,High Plains Technology Center,Woodward
137926,Academy of Hair Design Inc,Salem
137935,Abdill Career College Inc,Medford
137944,Paul Mitchell-The School,Astoria
137953,The Art Institute of Portland,Portland
137962,Beau Monde College of Hair Design,Portland
137971,Blue Mountain Community College,Pendleton
137980,Central Oregon Community College,Bend
137999,Chemeketa Community College,Salem
138008,Clackamas Community College,Oregon City
138017,Clatsop Community College,Astoria
138026,College of Hair Design Careers,Salem
138035,Concorde Career Institute,Portland
138044,Concordia University,Portland
138053,Sumner College,Portland
138062,East-West College of the Healing Arts,Portland
138071,Eastern Oregon University,La Grande
138080,Phagans School of Hair Design,Portland
138099,New Hope Christian College,Eugene
138105,George Fox University,Newberg
138114,Phagans Grants Pass College of Beauty,Grants Pass
138132,Lane Community College,Eugene
138141,Lewis & Clark College,Portland
138150,Linfield College,McMinnville
138169,Linn-Benton Community College,Albany
138187,Marylhurst University,Marylhurst
138196,Phagans Medford Beauty School,Medford
138202,Northwest College School of Beauty,Clackamas
138211,Mount Angel Seminary,Saint Benedict
138220,Mt. Hood Community College,Gresham
138239,Multnomah University,Portland
138248,National College of Natural Medicine,Portland
138257,Northwest Nannies Institute,Lake Oswego
138266,Montessori Institute Northwest,Portland
138275,Northwest Christian University,Eugene
138293,Oregon Health & Science University,Portland
138309,Oregon Institute of Technology,Klamath Falls
138318,Oregon College of Art and Craft,Portland
138327,Oregon State University,Corvallis
138336,University of Oregon,Eugene
138345,Pacific Northwest College of Art,Portland
138354,Pacific University,Forest Grove
138363,Phagans' Beauty College,Corvallis
138372,Phagans' Central Oregon Beauty College,Bend
138381,Phagans' School of Beauty,Salem
138390,Phagan's School of Hair Design,Happy Valley
138406,Phagans Salon Academy,Tigard
138415,Portland Community College,Portland
138424,Portland State University,Portland
138433,University of Portland,Portland
138442,Reed College,Portland
138451,Rogue Community College,Grants Pass
138460,Roseburg Beauty College,Roseburg
138479,Pioneer Pacific College,Wilsonville
138488,Springfield College of Beauty,Springfield
138497,Southern Oregon University,Ashland
138503,Southwestern Oregon Community College,Coos Bay
138512,Treasure Valley Community College,Ontario
138521,Umpqua Community College,Roseburg
138530,Warner Pacific College,Portland
138549,Corban University,Salem
138558,College of Cosmetology,Klamath Falls
138567,Everest College - Portland,Portland
138576,Western Seminary,Portland
138585,Willamette University,Salem
138594,GEORGE FOX EVANGELICAL SEMINARY,PORTLAND
138600,Western Oregon University,Monmouth
138619,University of Western States,Portland
138628,Abington Memorial Hospital,Willow Grove
138637,Jolie Health and Beauty Academy of Hazelton,Hazleton
138646,Keystone Technical Institute,Harrisburg
138655,Bryn Athyn College of the New Church,Bryn Athyn
138664,Academy of Vocal Arts,Philadelphia
138673,Albert Einstein Medical Center,Philadelphia
138682,Albright College,Reading
138691,All-State Career School,Lester
138707,Community College of Allegheny County,Pittsburgh
138716,Allegheny College,Meadville
138725,Toni & Guy Hairdressing Academy - Allentown,Allentown
138734,DeSales University,Center Valley
138743,Altoona Beauty School Inc,Altoona
138752,Alvernia University,Reading
138761,Toni & Guy Hairdressing Academy - Ambler,Ambler
138770,American College,Bryn Mawr
138789,Antonelli Institute,Erdenheim
138798,The Art Institute of York,York
138804,Armstrong County Memorial Hospital,Kittanning
138813,The Art Institute of Philadelphia,Philadelphia
138822,Career Training Academy,New Kensington
138831,The Art Institute of Pittsburgh,Pittsburgh
138840,Automotive Training Center,Exton
138859,"Baptist Bible College, Graduate School and Seminary",Clarks Summit
138868,Community College of Beaver County,Monaca
138877,Arcadia University,Glenside
138886,Berean Institute,Philadelphia
138895,Biblical Theological Seminary,Hatfield
138901,Bidwell Training Center Inc,Pittsburgh
138910,Bloomsburg University of Pennsylvania,Bloomsburg
138929,Bradford Regional Medical Center,Bradford
138938,Bradford School,Pittsburgh
138947,Brandywine School of Nursing,Coatesville
138956,Bryn Mawr College,Bryn Mawr
138965,Bucknell University,Lewisburg
138974,Bucks County Community College,Newtown
138983,"Bucks County School of Beauty Culture, Inc.",Feasterville
139001,Butler Beauty Academy,Butler
139010,Butler County Community College,Butler
139029,Cabrini College,Radnor
139038,California University of Pennsylvania,California
139047,Calvary Baptist Theological Seminary,Lansdale
139056,Cambria-Rowe Business College,Johnstown
139065,Carlow University,Pittsburgh
139074,Carnegie Mellon University,Pittsburgh
139083,Cedar Crest College,Allentown
139092,Central Penn College,Summerdale
139108,Center for Innovative Training and Education,Philadelphia
139117,Chatham University,Pittsburgh
139126,Chestnut Hill College,Philadelphia
139135,Cheyney University of Pennsylvania,Cheyney
139162,Citizens School of Nursing,New Kensington
139171,Clarion University of Pennsylvania,Clarion
139199,YTI Career Institute - Capital Region,Mechanicsburg
139205,Conemaugh Valley Memorial Hospital,Johnstown
139214,Consolidated School of Business,York
139223,Crozer-Chester Medical Center,Upland
139232,Curtis Institute of Music,Philadelphia
139241,Dean Institute of Technology,Pittsburgh
139250,Delaware County Community College,Media
139269,Delaware Valley Academy of Medical and Dental Assistants,Philadelphia
139278,Delaware Valley University,Doylestown
139287,Dickinson College,Carlisle
139296,Dickinson School of Law,Carlisle
139302,Douglas Education Center,Monessen
139311,Drexel University,Philadelphia
139320,DuBois Business College,DuBois
139339,Everest Institute - Pittsburgh,Pittsburgh
139348,Duquesne University,Pittsburgh
139357,East Stroudsburg University of Pennsylvania,East Stroudsburg
139366,Palmer Theological Seminary of Eastern University,King of Prussia
139375,Eastern University,Saint Davids
139384,Edinboro University of Pennsylvania,Edinboro
139409,Elizabethtown College,Elizabethtown
139472,Empire Beauty School - Pottsville,Pottsville
139481,Empire Beauty School - Lehigh Valley,Whitehall
139506,Empire Beauty School - Wyoming Valley,Moosic
139515,Empire Beauty School - Pottstown,Pottstown
139560,Erie Business Center,Erie
139579,Erie Institute of Technology Inc,Erie
139588,Evangelical Theological Seminary,Myerstown
139603,Frankford Hospital,Philadelphia
139612,Franklin and Marshall College,Lancaster
139621,Gannon University,Erie
139630,Geisinger Medical Center,Danville
139649,Geneva College,Beaver Falls
139658,Gettysburg College,Gettysburg
139685,Gordon Phillips School of Beauty Culture,Upper Darby
139694,Gordon Phillips School of Beauty Culture,Norristown
139719,Gratz College,Melrose Park
139728,Grove City College,Grove City
139737,Gwynedd Mercy University,Gwynedd Valley
139746,Harcum College,Bryn Mawr
139755,Harrisburg Area Community College - Harrisburg,Harrisburg
139764,Haverford College,Haverford
139782,Commonwealth Technical Institute,Johnstown
139791,Holy Family University,Philadelphia
139807,Hussian College,Philadelphia
139816,Brightwood Career Institute - ICM Campus,Pittsburgh
139825,Immaculata University,Immaculata
139834,Indiana University of Pennsylvania,Indiana
139861,Pennsylvania School of Business,Allentown
139870,Jameson Health System,New Castle
139889,Great Lakes Institute of Technology,Erie
139898,Jolie Health and Beauty Academy,Wilkes Barre
139904,Johnson College,Scranton
139913,Juniata College,Huntingdon
139922,Keystone College,La Plume
139940,King's College,Wilkes Barre
139959,Kittanning Beauty Academy,Kittanning
139968,Kutztown University of Pennsylvania,Kutztown
139977,La Roche College,Pittsburgh
139986,La Salle University,Philadelphia
139995,Lackawanna College,Scranton
140003,Lafayette College,Easton
140012,Lancaster Bible College,Lancaster
140030,Lancaster Theological Seminary,Lancaster
140049,Lancaster School of Cosmetology & Therapeutic Bodywork,Lancaster
140058,Lansdale School of Business,North Wales
140067,Lansdale School of Cosmetology Inc,Lansdale
140076,Lebanon Valley College,Annville
140085,Lehigh Carbon Community College,Schnecksville
140094,Berks Technical Institute,Wyomissing
140100,Lehigh University,Bethlehem
140119,Levittown Beauty Academy,Levittown
140128,Lincoln Technical Institute,Allentown
140137,Lincoln Technical Institute,Philadelphia
140146,Lincoln University of Pennsylvania,Lincoln University
140155,Lock Haven University of Pennsylvania,Lock Haven
140173,Lutheran Theological Seminary at Gettysburg,Gettysburg
140182,Lutheran Theological Seminary at Philadelphia,Philadelphia
140191,Luzerne County Community College,Nanticoke
140207,Lycoming College,Williamsport
140234,Manor College,Jenkintown
140243,Mansfield University of Pennsylvania,Mansfield
140252,Marywood University,Scranton
140270,Vet Tech Institute,Pittsburgh
140289,Roxborough Memorial Hospital,Philadelphia
140298,Mercyhurst University,Erie
140304,Messiah College,Grantham
140313,METHODIST HOSPITAL,PHILADELPHIA
140322,Metropolitan Career Center Computer Technology Institute,Philadelphia
140331,Millersville University of Pennsylvania,Millersville
140340,Misericordia University,Dallas
140359,Montgomery County Community College,Blue Bell
140377,Moore College of Art and Design,Philadelphia
140386,Moravian College,Bethlehem
140395,Mount Aloysius College,Cresson
140401,Muhlenberg College,Allentown
140410,Lehigh Valley College,Center Valley
140438,Nazareth Hospital School,Philadelphia
140447,Neumann University,Aston
140456,New Castle School of Trades,Pulaski
140465,Newport Business Institute,Lower Burrell
140474,Northampton County Area Community College,Bethlehem
140483,Ohio Valley General Hospital/LaRoche College,McKees Rock
140508,Orleans Technical Institute,Philadelphia
140517,Pennsylvania Academy of Cosmetology Arts and Sciences,Johnstown
140526,Salus University,Elkins Park
140535,Pennsylvania Institute of Technology,Media
140614,Pennsylvania State System of Higher Education-Central Office,Harrisburg
140711,Pennsylvania State University,University Park
140775,Pace Institute,Reading
140784,Peirce College,Philadelphia
140793,Penn Commercial Business/Technical School,Washington
140809,PSC Academy Inc,Hermitage
140827,Pennco Tech,Bristol
140836,Pennsylvania Academy of Cosmetology Arts and Sciences,Du Bois
140845,Pennsylvania Academy of the Fine Arts,Philadelphia
140854,Pennsylvania Gunsmith School,Pittsburgh
140863,Pennsylvania Institute of Taxidermy Inc,Ebensburg
140872,Cortiva Institute - Pennsylvania School of Muscle Therapy,King of Prussia
140881,Pennsylvania College of Art and Design,Lancaster
140890,University of Pennsylvania,Philadelphia
140906,Philadelphia University,Philadelphia
140915,The University of the Arts,Philadelphia
140924,Cairn University,Langhorne
140933,Philadelphia College of Osteopathic Medicine,Philadelphia
140942,University of the Sciences,Philadelphia
140951,Community College of Philadelphia,Philadelphia
140960,University of Pittsburgh - Bradford,Bradford
140988,University of Pittsburgh - Johnstown,Johnstown
140997,University of Pittsburgh - Main Campus,Pittsburgh
141006,University of Pittsburgh - Titusville,Titusville
141015,Beaver Falls Beauty Academy,Beaver Falls
141024,Pittsburgh Institute of Aeronautics,West Mifflin
141033,Pittsburgh Institute of Mortuary Science Inc,Pittsburgh
141042,Pittsburgh Technical Institute,Oakdale
141051,Pittsburgh Theological Seminary,Pittsburgh
141060,PJA School,Upper Darby
141079,Point Park University,Pittsburgh
141088,Schuylkill Medical Center - S. Jackson Street,Pottsville
141103,The Salon Professional Academy - Altoona,Altoona
141112,Punxy Beauty School,Punxsutawney
141121,Reading Area Community College,Reading
141130,The Reading Hospital and Medical Center,West Reading
141149,Reconstructionist Rabbinical College,Wyncote
141158,Reformed Presbyterian Theological Seminary,Pittsburgh
141167,The Restaurant School at Walnut Hill College,Philadelphia
141176,Brightwood Career Institute - Broomall,Broomall
141185,Robert Morris University,Moon Township
141194,Rosedale Technical Institute,Pittsburgh
141200,Rosemont College,Rosemont
141219,Saint Francis University,Loretto
141237,Saint Joseph's University,Philadelphia
141246,St Joseph's Medical Center,Reading
141255,Saint Vincent College,Latrobe
141264,Saint Vincent Seminary,Latrobe
141282,Schuylkill Technology Centers,Frackville
141291,Schuylkill Institute of Business Technology,Pottsville
141307,University of Scranton,Scranton
141316,Seton Hill University,Greensburg
141325,Heritage Valley Health System Sewickley Valley Hospital,Sewickley
141352,Sharon Regional Health System School of Nursing,Sharon
141361,Laurel Technical Institute - Sharon,Sharon
141370,Shippensburg University of Pennsylvania,Shippensburg
141389,Slippery Rock University of Pennsylvania,Slippery Rock
141398,Saint Charles Borromeo Seminary-Overbrook,Wynnewood
141404,South Hills Beauty Academy,Pittsburgh
141413,South Hills School of Business and Technology - State College,State College
141422,South Philadelphia Beauty Academy,Philadelphia
141431,St Lukes Hospital,Bethlehem
141440,St Tikhon's Orthodox Theological Seminary,South Canaan
141459,Stroudsburg School of Cosmetology,Stroudsburg
141468,Susquehanna University,Selinsgrove
141477,Swarthmore College,Swarthmore
141486,Thaddeus Stevens College of Technology,Lancaster
141495,Talmudical Yeshiva of Philadelphia,Philadelphia
141501,Temple University,Philadelphia
141529,Thiel College,Greenville
141538,Thomas Jefferson University,Philadelphia
141547,Fortis Institute - Erie,Erie
141556,Triangle Tech Inc-Erie,Erie
141565,Triangle Tech Inc-Pittsburgh,Pittsburgh
141574,Triangle Tech Inc-Greensburg,Greensburg
141583,Triangle Tech Inc-Dubois,Falls Creek
141592,Trinity Episcopal School for Ministry,Ambridge
141608,Ursinus College,Collegeville
141617,University of Valley Forge,Phoenixville
141626,Valley Forge Military College,Wayne
141635,Venus Beauty Academy,Sharon Hill
141644,Villanova University,Villanova
141653,Washington Hospital,Washington
141671,Washington & Jefferson College,Washington
141680,Waynesburg University,Waynesburg
141699,Welder Training and Testing Institute,Allentown
141705,West Chester University of Pennsylvania,West Chester
141714,Western Pennsylvania Hospital,Pittsburgh
141732,Westminster College,New Wilmington
141741,Westminster Theological Seminary,Glenside
141750,Westmoreland County Community College,Youngwood
141778,Widener University,Chester
141787,Wilkes University,Wilkes-Barre
141796,The Williamson Free School of Mechanical Trades,Media
141802,Newport Business Institute,Williamsport
141811,Wilson College,Chambersburg
141820,Yeshivath Beth Moshe,Scranton
141839,York College of Pennsylvania,York
141848,York Technical Institute,York
141857,Yorktowne Business Institute,York
141875,Brown University,Providence
141884,Bryant University,Smithfield
141893,Johnson & Wales University,Providence
141918,New England Institute of Technology,East Greenwich
141927,New England Tractor Trailer Training School,Pawtucket
141936,Newport School of Hairdressing,Pawtucket
141954,Providence College,Providence
141963,Rhode Island College,Providence
141972,Rhode Island Hospital,Providence
141981,Community College of Rhode Island,Warwick
141990,University of Rhode Island,Kingston
142009,Rhode Island School of Design,Providence
142018,Roger Williams University,Bristol
142027,Salve Regina University,Newport
142036,Sawyer School - Pawtucket,Pawtucket
142045,St Joseph School of Nursing,North Providence
142063,Northpoint Bible College,Haverhill
142072,Aiken Technical College,Graniteville
142081,Allen University,Columbia
142090,Anderson University,Anderson
142106,AnMed Health Medical Center,Anderson
142115,Charleston Southern University,Charleston
142124,Technical College of the Lowcountry,Beaufort
142133,Benedict College,Columbia
142151,Southern Wesleyan University,Central
142160,Charleston Cosmetology Institute,Charleston
142179,College of Charleston,Charleston
142188,Charzanne Beauty College,Greenwood
142197,Northeastern Technical College,Cheraw
142203,The Citadel,Charleston
142212,Claflin University,Orangeburg
142221,Clemson University,Clemson
142230,Clinton College,Rock Hill
142249,Coker College,Hartsville
142258,Columbia Beauty School,Cayce
142267,Columbia International University,Columbia
142276,Columbia College,Columbia
142285,Converse College,Spartanburg
142294,Denmark Technical College,Denmark
142300,Erskine College,Due West
142319,Florence-Darlington Technical College,Florence
142328,Forrest College,Anderson
142337,Francis Marion University,Florence
142346,Furman University,Greenville
142364,Greenville Technical College,Greenville
142373,Horry-Georgetown Technical College,Conway
142382,Kenneth Shuler School of Cosmetology and Hair Design,North Augusta
142407,Kenneth Shuler School of Cosmetology and Nail Design,Columbia
142416,Lander University,Greenwood
142425,Limestone College,Gaffney
142434,Lutheran Theological Southern Seminary,Columbia
142443,"Styletrends Barber & Hairstyling Academy, Inc.",Rock Hill
142461,Medical University of South Carolina,Charleston
142470,Midlands Technical College,West Columbia
142489,Morris College,Sumter
142498,Newberry College,Newberry
142504,North Greenville University,Tigerville
142513,Orangeburg Calhoun Technical College,Orangeburg
142522,Piedmont Technical College,Greenwood
142531,Presbyterian College,Clinton
142540,University of South Carolina - Aiken,Aiken
142559,University of South Carolina - Beaufort,Bluffton
142568,University of South Carolina - Columbia,Columbia
142610,Coastal Carolina University,Conway
142629,South Carolina State University,Orangeburg
142647,Sherman College of Chiropractic,Spartanburg
142656,Spartanburg Methodist College,Spartanburg
142665,Spartanburg Technical College,Spartanburg
142674,Central Carolina Technical College,Sumter
142683,Sumter Beauty College,Sumter
142692,Tri-County Technical College,Pendleton
142708,Trident Technical College,Charleston
142717,Voorhees College,Denmark
142726,Williamsburg Technical College,Kingstree
142735,Winthrop University,Rock Hill
142744,Wofford College,Spartanburg
142753,York Technical College,Rock Hill
142762,Augustana College,Sioux Falls
142771,Black Hills Beauty College,Rapid City
142780,Black Hills State University,Spearfish
142799,Kilian Community College,Sioux Falls
142814,Dakota State University,Madison
142823,Dakota Wesleyan University,Mitchell
142832,"Headlines Academy, Inc.",Rapid City
142841,SI TANKA UNIVERSITY-HURON CAMPUS,HURON
142850,Lake Area Technical Institute,Watertown
142869,Avera McKennan Hospital,Sioux Falls
142878,Mitchell Technical Institute,Mitchell
142887,Mount Marty College,Yankton
142896,National American University - Rapid City,Rapid City
142911,Sioux Falls Seminary,Sioux Falls
142920,Northern State University,Aberdeen
142939,Oglala Lakota College,Kyle
142948,Presentation College,Aberdeen
142957,Rapid City Regional Hospital,Rapid City
142966,Avera Sacred Heart Hospital,Yankton
142975,South Dakota School of Mines and Technology,Rapid City
142984,South Dakota State University,Brookings
142993,Sinte Gleska University,Mission
143002,University of Sioux Falls,Sioux Falls
143011,Sanford Medical Center,Sioux Falls
143020,Sisseton Wahpeton College,Agency Village
143039,Southeast Technical Institute,Sioux Falls
143048,Stewart School,Sioux Falls
143057,University of South Dakota,Vermillion
143066,Western Dakota Technical Institute,Rapid City
143075,American Baptist College,Nashville
143084,Aquinas College,Nashville
143093,Arnolds Beauty School,Milan
143109,Tennessee College of Applied Technology - Athens,Athens
143118,Austin Peay State University,Clarksville
143127,Baptist Memorial College of Health Sciences,Memphis
143136,Belmont University,Nashville
143145,Bethel University,McKenzie
143154,Bryan College,Dayton
143163,Carson-Newman University,Jefferson City
143172,Chattanooga State Community College,Chattanooga
143181,Christian Brothers University,Memphis
143190,Pentecostal Theological Seminary,Cleveland
143206,Cleveland State Community College,Cleveland
143215,Columbia State Community College,Columbia
143224,Concorde Career College,Memphis
143233,Tennessee College of Applied Technology - Covington,Covington
143242,Cumberland University,Lebanon
143251,Lipscomb University,Nashville
143260,Tennessee College of Applied Technology - Dickson,Dickson
143288,Dyersburg State Community College,Dyersburg
143297,East Tennessee State University,Johnson City
143303,Chattanooga College - Med. & Dental Tech Careers,Chattanooga
143312,Tennessee College of Applied Technology - Elizabethton,Elizabethton
143321,Emmanuel Christian Seminary at Milligan,Johnson City
143330,Fayetteville College of Cosmetology Arts & Sciences,Fayetteville
143349,Fisk University,Nashville
143358,Welch College,Nashville
143367,Freed-Hardeman University,Henderson
